%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1560461635163908417,33140,1560461635142682560,base_link,0.00986813238926,0.000318124741832,0.634491269927,0.772867107535,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00115086813457,0.00129356363323,0.00704254023731,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0832361355424,0.144228458405,9.78305244446,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635166054254,33141,1560461635162680000,base_link,0.00987243861179,0.000317061192452,0.634568446075,0.772803586966,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000760078255553,-0.000837045372464,0.00671116448939,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.104489907622,0.167158648372,9.80436038971,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635186356267,33142,1560461635182680000,base_link,0.00988465625878,0.000318219242969,0.634650168815,0.772736362743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00108236342203,-0.000620448612608,0.00702882185578,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.136103585362,0.157663136721,9.81533145905,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635205618077,33143,1560461635202680000,base_link,0.00987841457393,0.000322725004493,0.634731796724,0.772669317644,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.40840051649e-06,0.00213551800698,0.0058621764183,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.117971926928,0.168058618903,9.81420612335,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635226371578,33144,1560461635222680000,base_link,0.0098817306748,0.000323103338313,0.634815358119,0.772600676233,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000529967190232,-0.000521303387359,0.00619827816263,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.131852328777,0.141889169812,9.78377342224,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635246574684,33145,1560461635242680000,base_link,0.00989558513416,0.000323717760339,0.634896069334,0.772534126359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.1304920665e-05,-0.000518026063219,0.00726163340732,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.126532509923,0.160533994436,9.81263637543,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635266497224,33146,1560461635262677952,base_link,0.00989124631367,0.000315979533098,0.634976669913,0.772468024295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000633837014902,0.000756096909754,0.00598849402741,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.121606439352,0.152395114303,9.80230712891,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635288061656,33147,1560461635283677952,base_link,0.00989556175583,0.000316007191967,0.635063065684,0.772396885683,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000865868991241,-3.12122283503e-05,0.00805444922298,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.125184476376,0.142829924822,9.82497882843,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635307260018,33148,1560461635303677952,base_link,0.00989493350437,0.000310703933044,0.635150362344,0.772325099064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00158143555745,0.000339621445164,0.00707261823118,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.131357163191,0.14187386632,9.82680606842,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461635327838936,33149,1560461635323677952,base_link,0.00988842379191,0.000311297281646,0.635232601383,0.772257527129,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000521480862517,0.00118733278941,0.00746096437797,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.122490808368,0.143548339605,9.84296703339,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
