%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1560461786895223941,40724,1560461786819064768,base_link,-0.00819894003975,-0.00334613807277,-0.670105543946,-0.742213096118,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00125409057364,-2.86055728793e-05,0.00501675577834,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0325987115502,0.189623147249,9.82985687256,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786895360183,40725,1560461786839064768,base_link,-0.0081976245971,-0.00334051772467,-0.670129915361,-0.742191084927,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00126311450731,-0.000451537489425,0.00448604626581,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.043181873858,0.157869592309,9.84453487396,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786895417951,40726,1560461786859064768,base_link,-0.0081947312818,-0.00334356645647,-0.670152766855,-0.742170425068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00107355159707,0.000717826536857,0.00413020793349,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.00994280725718,0.170414745808,9.78171443939,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786895441084,40727,1560461786879060160,base_link,-0.00819014912911,-0.00334114564686,-0.670172009526,-0.742153121153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000413457280956,0.000292411190458,0.00436282902956,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0635083094239,0.182375505567,9.79599952698,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786902511565,40728,1560461786899060160,base_link,-0.00819327622771,-0.00333818581857,-0.670195664445,-0.742131742164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000116979645099,0.000609061215073,0.00414003198966,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0647960603237,0.184210196137,9.78424358368,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786922456322,40729,1560461786919060160,base_link,-0.00818434158973,-0.00332812539875,-0.670215270632,-0.742114243319,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00161089340691,0.000175257911906,0.00267603294924,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0356320142746,0.174068361521,9.74070072174,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786942447262,40730,1560461786939060160,base_link,-0.00818715209306,-0.00332745121381,-0.670241190944,-0.742090767525,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00109546305612,-0.000127036357298,0.00572698144242,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.072892062366,0.161921352148,9.7829580307,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786963234713,40731,1560461786959056832,base_link,-0.00818971778246,-0.00332714433207,-0.670270509345,-0.742064315109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00157854554709,-0.000557665596716,0.00480624288321,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0799533873796,0.149592161179,9.81884479523,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461786982811593,40732,1560461786979056832,base_link,-0.00817757734982,-0.00332389984792,-0.670294646318,-0.742042538359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000943114806432,0.00103319855407,0.00456673745066,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0494942441583,0.178038030863,9.78802585602,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461787002985516,40733,1560461786999056832,base_link,-0.00817466016229,-0.00332099023365,-0.670322107624,-0.742017858745,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0021200645715,0.00114877044689,0.00521356472746,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0444587618113,0.166642278433,9.81985092163,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
