%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1560461061887872741,4475,1560461061836204992,base_link,-0.00553339890795,0.00797448823278,-0.421937031624,-0.906573190232,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0019849401433,0.00227726087905,-0.0108389975503,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.176434218884,0.00267048925161,9.84290599823,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061887930017,4476,1560461061856204992,base_link,-0.00554857844117,0.00797469625052,-0.421904894652,-0.90658813129,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00188696291298,-0.00217775511555,-0.00777969881892,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.203665181994,0.0253584310412,9.81238174438,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061888044703,4477,1560461061876202944,base_link,-0.00555362075183,0.00797332203277,-0.421869048757,-0.906604758222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00326658110134,0.00280704465695,-0.0111374650151,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.199271783233,0.082662589848,9.76604270935,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061903220430,4478,1560461061896202944,base_link,-0.00552419566613,0.00796315937393,-0.421823445867,-0.906626253114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000814025523141,0.000786186428741,-0.0109447883442,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.17853435874,-0.00886141136289,9.81723690033,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061920501284,4479,1560461061916202944,base_link,-0.00554618759534,0.00797056487155,-0.421780772183,-0.906645914619,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00228818436153,-0.00208083889447,-0.00959227606654,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.194815590978,0.00152376294136,9.78930091858,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061940788945,4480,1560461061936202944,base_link,-0.00555698006969,0.00797590542056,-0.421749752102,-0.906660160254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0022850567475,0.00260232156143,-0.00933537911624,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.211457878351,0.0329497307539,9.81630706787,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061959603553,4481,1560461061956202944,base_link,-0.0055159648476,0.0079523200606,-0.421704465314,-0.90668167622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00324850459583,0.00281302677467,-0.00974557548761,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.14586135745,0.0109394788742,9.78959274292,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461061980053907,4482,1560461061976201152,base_link,-0.00552717796725,0.00796513986422,-0.421672665517,-0.906696364397,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00155881978571,-0.00335295940749,-0.00839281547815,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.200769349933,0.0263577997684,9.83229351044,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461062002781856,4483,1560461062000201152,base_link,-0.00554232103358,0.00797510314871,-0.421630645109,-0.9067157098,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00188406265806,0.00311482325196,-0.00890712160617,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.218764588237,0.0647109299898,9.79231357574,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461062020125460,4484,1560461062016201152,base_link,-0.00552954773966,0.00795983825165,-0.421601795591,-0.906729386453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000475100474432,0.00206799781881,-0.00891708303243,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.169147461653,0.0173206329346,9.81656932831,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
