%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1560461216773605207,12218,1560461216694537024,base_link,0.0101907872588,0.000943227371883,0.38547267411,0.92266249677,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.000279802916339,0.00108784716576,-0.000542886089534,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0402009785175,0.184018433094,9.76899719238,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216773631313,12219,1560461216714537024,base_link,0.0101905959516,0.000946490130648,0.385478680036,0.922660031179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00023726982181,0.000655572628602,-0.00161486130673,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0613723583519,0.185793429613,9.77163887024,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216773675855,12220,1560461216734537024,base_link,0.0101925574264,0.000935688354356,0.38548331619,0.922658092424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0010897848988,-0.00051458273083,-0.00151233782526,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0616371892393,0.202826052904,9.81443214417,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216773744130,12221,1560461216754537024,base_link,0.0102033651296,0.00093229981359,0.385483547997,0.922657776323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-8.19038104964e-05,-8.51920922287e-05,-0.0018174094148,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.066661067307,0.207792073488,9.80590343475,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216776697355,12222,1560461216774535232,base_link,0.010204081626,0.000932971528988,0.385491471605,0.922654573163,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00093383732019,0.000445850775577,-0.00201539625414,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0356697440147,0.2357018888,9.76612091064,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216797337569,12223,1560461216794535232,base_link,0.0101909884441,0.000935533267124,0.385494021489,0.922653540565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00222044135444,0.000548881478608,-0.00242314534262,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0362426266074,0.200117975473,9.76853179932,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216816570387,12224,1560461216814535232,base_link,0.0101855715863,0.000941754866363,0.385493136405,0.922654088474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0018404815346,0.000234922335949,-0.00109301158227,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0480208769441,0.18204587698,9.76788139343,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216837555196,12225,1560461216834535232,base_link,0.0102048824161,0.000938174030601,0.385504726789,0.922649072999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0015170777915,-0.000935569638386,-0.00108544062823,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0502051599324,0.19155600667,9.7836856842,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216857023033,12226,1560461216854535232,base_link,0.0101954859738,0.000937914893337,0.385508330344,0.922647576786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00147195428144,0.00140476995148,-0.00179651577491,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0460103079677,0.177253976464,9.79479217529,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1560461216877764577,12227,1560461216874533696,base_link,0.0101901418851,0.000940240213995,0.385511596725,0.922646333454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00150066684,-0.00105123466346,-0.00288655841723,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0518608503044,0.181246086955,9.79874324799,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
